"location","status_id","created_at","text"
"New York, NY","1117065894872666112",2019-04-13 14:03:58,"1) We want a just and humane society. 2) This depends on a variety of institutions. 3) Included among those institutions is a properly functioning market economy. 4) A properly functioning market economy includes honorable business. 5) Honorable business creates value. @jroii"
"Kentucky, USA","1117065865915248640",2019-04-13 14:03:51,"Equipping students to be successful in the 21st Century economy means ensuring they have the knowledge and skills to do jobs that robots cannot. #Kentucky #schools #workforce  https://t.co/DyF9xMUqiK"
"Suomi","1117065846508204033",2019-04-13 14:03:46,"https://t.co/AbWhsYhxw7

Albayrak’s upbeat view of Turkey’s expected rebound failed to resonate in Washington, said the sources, who requested anonymity. One told Reuters that Albayrak pointed to a recent dip in prices and the improving current account balance."
"Green Bay Wisconsin ","1117065686411632640",2019-04-13 14:03:08,"@charley_ck14 @emanthesjw Ya because prison reform that will massive help the black community is such a disgrace by trump. The day trump got elected the stock market shot up. When trump got the economy it was stable not growing not going down but TRUMP has made the economy grow not Obama"
"","1117047069179613184",2019-04-13 12:49:09,"@ImpeachResist1 @chrislhayes How's the economy doing?"
"","1117065590907330561",2019-04-13 14:02:45,"@BreitbartNews A distraction? Just like the Mueller Investigation? How's the economy @TomPerez?"
"Maine North Woods","1117065555083759616",2019-04-13 14:02:37,"150 of the Prestridge family  fought in the Civil War on either side. The war was a secession effort to preserve the slave economy.
The Rebel battle flag was served by brave fighters for their cause, however wrong.  Today it is a divisive symbol of oppression and subjugation. https://t.co/oVuu5HW70m"
"USA","1117065489212170240",2019-04-13 14:02:21,"@RepAndyBarr KY: Ave income $26,826 National Ranks: Healthcare 45th, Economy 45th, Education 34th, Fiscal Stability 46th. Well done Barr  @RepThomasMassie, @RandPaul @senatemajldr the “leaders” of KY, really!! You can’t even run your own state effectively! @gop deny, deflect, deride &amp; divide!"
"USA","1116746751216631808",2019-04-12 16:55:48,"@RepThomasMassie @Katpa73 KY: Ave income $26,826 National Ranks: Healthcare 45th, Economy 45th, Education 34th, Fiscal Stability 46th. Well done Massie, @RandPaul @senatemajldr the “leaders” of KY, really!! You can’t even run your own state effectively! @gop deny, deflect, deride &amp; divide!! @JohnKerry"
"oshawa ontario","1117065436619632641",2019-04-13 14:02:08,"@MarkMe60 @CameronAhmad Yeh the last years of increased forest fire activity costing millions of dollars to the cdn economy happened “just cuz”<U+0001F644><U+0001F644><U+0001F644>"
"Indiana, USA","1117065432681283584",2019-04-13 14:02:07,"@carmenlezeth @JohnBrennan We did do something, we elected him and will again in 2020. #KAG..I mean have you checked your 401k or retirement accounts, or take home pay?  See how the economy is booming and there's more jobs and opportunites for all! Record low unemployment across the board?! That's bad how?"
"Columbus, OH","1117065240980668416",2019-04-13 14:01:22,"@CpHarwell @ida_skibenes @SpeakerPelosi Share your ""actual facts"" 

Like no Russian interference... except to Democrats
Like screaming economy
Like record low unemployment
Like defeated ISIS
Like diminished N Korea

Seems pretty ""factual"""
"Brooklyn, NY","1117065237524619264",2019-04-13 14:01:21,"@NYMag ..or you could buy something actually beautiful from a ceramicist or boutique while supporting the local economy vs. this imported cheap shit with a huge carbon footprint."
"FL","1116896289072005120",2019-04-13 02:50:00,"@amjoyshow @NBCNews If CA were a separate country, they’d have the 5th largest economy in the world, much of it thanks to their large immigrant population.  Seriously doubt they’re worried by this at all."
"FL","1117065228569673728",2019-04-13 14:01:19,"@cher If CA were a country, it would have the 5th biggest economy in the world - $2.747 trillion.  Immigrants helped make that happen, so if Trump does what he said, CA could be #4 soon.  TX would be 11th, NY 13th - both states also have large numbers of immigrants.  A trend perhaps <U+0001F914>"
"Chicago","1117065153604923393",2019-04-13 14:01:01,".@ChicagoBooth Prof. Raghuram Rajan on American #inequality and the global economy https://t.co/so1I4VtuZC"
"Jacksonville, Florida","1117065148311724032",2019-04-13 14:01:00,"Fed weighs ‘significant uncertainties’ over global economy https://t.co/jsbDpFH3U3 https://t.co/j2z7A6ffE2"
"Jacksonville, Florida","1116566816015314946",2019-04-12 05:00:48,"Fed weighs ‘significant uncertainties’ over global economy https://t.co/pyCluDLvoP https://t.co/EyapilWewr"
"Boston, MA","1117065129823068160",2019-04-13 14:00:55,"Top Democrat sets new deadline for Trump's tax returns https://t.co/8TyXIbk9ZE"
"New York, NY","1117064093112967168",2019-04-13 13:56:48,"#Prabowo was just saved by #Sandiaga who is more convincing when talking about gender and economic empowerment, he said 2/3 household economy is driven by women. They need access to training and capital. #DebatPilpres2019"
"New York, NY","1117065123707936769",2019-04-13 14:00:54,"#MarufAmin took the lead in answering the question about women empowerment. Said women should participate not only in the economy, but also in governance. #DebatPilpres2019"
"Washington, DC","1117064966199291904",2019-04-13 14:00:16,"@JonathanSaid1 @straightedge The Politics of African Industrial Policy by Lindsay Whitfield (https://t.co/ckJ25Avs9t) is a well done political economy account of ind policy"
"Florida, USA","1116717657384980480",2019-04-12 15:00:11,"Fed Chair Powell Offers Insight on Economy, Policy and Trump Criticisms https://t.co/Swx5q2bpfp"
"Florida, USA","1117064944627933186",2019-04-13 14:00:11,"Asian Markets Lower on U.S. Recession Concerns, but Feds Evans Says #economy is in Strong Position https://t.co/ARHnMfjbBz"
"","1117064944015462402",2019-04-13 14:00:11,"Except the economy, employment, supreme court, taxes,  stock market, etc, etc. https://t.co/duf6F0F7EL"
"sherwood park","1117064902248554496",2019-04-13 14:00:01,"@JenTusch2 Canada's prime minister was a part-time Drama teacher and a snowboard instructor so I guess a bartender could be president. Good luck with that Trudeau decimated the Canadian economy"
"Washington, DC","1117064901736816643",2019-04-13 14:00:01,"""It is simply impossible to substantially move away from a service-sector economy in modern times without some global catastrophe. The nationalist emphasis on manufacturing actually serves more of a political than an economic function."" https://t.co/zikrzGAQv0"
"Texas, USA","1116891533662408704",2019-04-13 02:31:07,"@vinelz1 @Rick_Horowitz @CNN @CillizzaCNN Ok whatever.  But look economy and smile"
"Texas, USA","1117064900080209921",2019-04-13 14:00:00,"@vinelz1 @Rick_Horowitz @CNN @CillizzaCNN You are anti American. Even though trump is fixing everything and the economy is booming you have to hate. Sad. Regardless #MAGA"
"Ireland","1117064899799261185",2019-04-13 14:00:00,"No one cares about. Banks <U+0001F3E6> squeezing middle class people <U+0001F92A>. Central Bank can’t regulate anything <U+0001F480><U+0001F480><U+0001F480> https://t.co/pNDLTzNYwO"
"Australia","1117064882619240449",2019-04-13 13:59:56,"@evrika123 @DobZombie @adamsharden @blkjam @af1981 @TonyAbbottMHR Actually the Gillard/Rudd government turned this country into the best performing economy in the world, and did it while staving off the global financial crisis.  They, in point of fact, did a very good job managing the country."
"Alabama, USA","1117064879310032897",2019-04-13 13:59:55,"My tall ass won’t be flying economy anyways https://t.co/Cm1IC5B6TZ"
"Las Vegas","1117058121979981824",2019-04-13 13:33:04,"@GOP @senatemajldr Democrats will continue to work toward comprehensive immigration reform that fixes our nation’s broken immigration system,improves border security, prioritizes enforcement so we are targeting criminals – not families, keeps families together, and strengthens our economy.. NO WALL"
"Las Vegas","1117063521894748160",2019-04-13 13:54:32,"@GOPChairwoman @GOP @realDonaldTrump Democrats will continue to work toward comprehensive immigration reform that fixes our nation’s broken immigration system, improves border security, prioritizes enforcement so we are targeting criminals – not families, keeps families together, and strengthens our economy."
"Las Vegas","1116715193717760000",2019-04-12 14:50:24,"Democrats will continue to work toward comprehensive immigration reform that fixes our nation’s broken immigration system, improves border security, prioritizes enforcement so we are targeting criminals – not families, keeps families together, and strengthens our economy. @GOP"
"Las Vegas","1117059472000573440",2019-04-13 13:38:26,"@GOPChairwoman @GOP This is crap. Democrats will continue to work toward comprehensive immigration reform that fixes our nation’s broken immigration system, improves border security, prioritizes enforcement so we are targeting criminals ,not families, keeps families together, strengthens economy."
"Las Vegas","1116744027481595904",2019-04-12 16:44:58,"Democrats will continue to work toward comprehensive immigration reform that fixes our nation’s broken immigration system, improves border security, prioritizes enforcement so we are targeting criminals – not families, keeps families together, and strengthens our economy."
"Las Vegas","1117061168038731778",2019-04-13 13:45:11,"@GOP Democrats will continue to work toward comprehensive immigration reform that fixes our nation’s broken immigration system, improves border security, prioritizes enforcement so we are targeting criminals – not families, keeps families together, and strengthens our economy. No Wall"
"Las Vegas","1117064867490349056",2019-04-13 13:59:53,"@GOP Democrats will continue to work toward comprehensive immigration reform that fixes our nation’s broken immigration system, improves border security, prioritizes enforcement so we are targeting criminals – not families, keeps families together, and strengthens our economy."
"Las Vegas","1116708362178060288",2019-04-12 14:23:15,"@realDonaldTrump Democrats will continue to work toward comprehensive immigration reform that fixes our nation’s broken immigration system, improves border security, prioritizes enforcement so we are targeting criminals – not families, keeps families together, and strengthens our economy."
"United States","1117064761051684865",2019-04-13 13:59:27,"@SarahResister @realDonaldTrump It looks like he’s doing a pretty good job though. The economy is stayin up since Obama got it rolling. Isis is controlled( never dead) mueller report clears him ( pretty much). Trying to fix border that Democrats will not even attempt.. obviously political reasons. Leaning right"
"Florida, USA","1117064637072195585",2019-04-13 13:58:58,"@Rachelle_Uy_01 @chrislhayes @MalcolmNance Impeach for what reason? Unemployment at record lows, minority unemployment all time low, welfare and food stamps down, median household income up, 5 million jobs, great economy, more money in our paychecks? Get off of Fantasy Island and start living in the real world. MAGA..."
"Florida, USA","1116813178845978626",2019-04-12 21:19:45,"@leeniebird @Lawrence @WaysMeansCmte @TheLastWord Record low unemployment, all time low minority unemployment, added 5 million jobs, welfare and food stamps down, economy is great. How is America being destroyed?"
"West Miami, FL","1117064626028650496",2019-04-13 13:58:55,"@BetoORourke All you guys is use the same words that mean nothing because you guys have worn it out. Try accomplishments, Someone who has an economy strong, is actually working on a deal with China, Korea has <U+0001F6D1> testing missals and trying to control immigration will fighting all democrats."
"Maryland, USA","1117064609171746816",2019-04-13 13:58:51,"@PelosiPress @SpeakerPelosi @HouseDemocrats 58 hearings on the Trump admin and still No collusion No obstruction.? You idiots are wasting tax payers money everyday looking for a crime that doesn’t exist. Instead look at the economy Trump has created. Look at our immigration laws Trump is fighting to change. Pathetic."
"Maryland, USA","1117040607371911169",2019-04-13 12:23:29,"@bucketodonuts Everything you beleive is a lie. I support Trump for many reasons like lower taxes crushing ISIS making us energy independent securing our border making our economy amazing lowering unemployment respect for our police military and vets. You don’t like these things?"
"Baton Rouge, LA","1117064432625041408",2019-04-13 13:58:09,"@johncardillo Has to be because I understand they are all wonderful people who enrich lives and boost our economy."
"Washington Heights, NY","1117064316505796609",2019-04-13 13:57:41,"@salin_gauchan Bailing out banks was fine - we needed that. But all the executives were given a free pass. THAT was the problem. https://t.co/fividn07XI"
"West Palm Beach, FL","1116898413671481346",2019-04-13 02:58:27,"@lefty_old @BarbMeyer4 @RandiRhodes Wrong yet again. Clinton signed the community redevelopment act basically forcing banks to make loans, even to people who could not repay them. Thats how the banks started failing. Then idiot Bush and the Muslim started bailing out corporations. Liberals are bad for economy."
"West Palm Beach, FL","1117064303214047232",2019-04-13 13:57:38,"@lefty_old @BarbMeyer4 @RandiRhodes Giving wealthy people a tax break is not socialism it is rewarding them for Success. If you employ people you should get a tax break not only is a common sense but it's great for the country and great for the economy. We need rich people"
"U.S. Midwest","1117064238806306818",2019-04-13 13:57:23,"The service economy in the United States had gone to hell, please #POTUS let the immigrants back in!"
"United States","1117064234519662592",2019-04-13 13:57:22,"Send them to California? The fifth largest economy in the world? The state that has like 3 out of 10 people born in another country. Maybe there’s a relationship between these facts, you know, hard working people trying to survive?

Drumpf, you’re creepy AF. https://t.co/jnVfru2omP"
"Jeffersonville, Indiana","1117064159009619971",2019-04-13 13:57:04,"Mike understands the importance of preparing our young people for today’s competitive global economy. Jeff’s Promise is a way for us to invest in our community and our... https://t.co/awAD6wVXfu"
"Columbus, OH","1117064153032798209",2019-04-13 13:57:02,"We deserve better than this - better than this president who lies like crazy, and a Republican Party that just goes along to see if they can get another tax break out of it. Time to fight for change - for a real economy, a brighter future, and freedom for all."
"Iceland","1117064146510647296",2019-04-13 13:57:01,"Happy to attend the 2019 #SmallStates Ministerial Roundtable where I emphasized the importance of the Blue Economy and healthy oceans for sustainable development. #Iceland is a proud founding member of the #ProBlue fund and fights #plastic #pollution in our #oceans https://t.co/bxSHuLURLQ"
"Virginia Beach, VA","1117064134225539074",2019-04-13 13:56:58,"@Alyssa_Milano I though illegal immigrants were so great for the economy?  At least that’s what the left have said for years.  Why wouldn’t these cities that actually ENCOURAGE them there want them to come?!?!  This is common sense and once again, Trump has called the left’s bluff<U+0001F923>"
"Houston, TX","1117064049806778368",2019-04-13 13:56:38,"FYI organizers of Monday’s anti- #immigration rally in #SugarLand #Texas, the 1.6 million first-generation immigrants in the Houston region pump $12.7 billion in taxes to the local, state and federal governments and inject $38.2 billion in spending power into the region’s economy https://t.co/9PbqFuT91B"
"Houston, TX","1116708330897117184",2019-04-12 14:23:08,"@1a we like immigrants —1.6 million first-generation immigrants in the Houston region pump $12.7 billion in taxes to the local, state and federal governments and inject $38.2 billion in spending power into the region’s economy"
"Washington, DC","1117064045797027840",2019-04-13 13:56:37,"@FenixBrown2018 @realDonaldTrump I see... so most of them won’t work and will be homeless.<U+0001F44C><U+0001F3FB> Immigrants, sucking our economy dry since _____?"
"Texas","1117063804171563008",2019-04-13 13:55:39,"@GrandpapJoe @AGrimsky @kfwinter15 @gsardowski44 @JWKieres @jlw9903 @studiohq @elias_julie @Sublime12NO @nlbnpb @tallymanwill @dj77dj77 @Barbara67384886 @FredFriendly7 @rhonda_harbison @Ninebawl2000 @JerryWr91582059 @jenlgeiger1 @kwhitney2015 @ecclesias @carita_paige @MUPOTOON @suemccgib @clennardcharte1 @davet107 @lorettaslaught1 @imbunnypants @river435 @Republicist1 @Rightisallwrong @marsham618 @Romanzubry @JaneDoe10001 @AlwaysTrumpGirl @PhilipBeamSr @jamaicantrumper @remembercamus @JudyPiccola @PolitiSass @doris23x @Tazmarac @Shelliemom1 @laydvol Obama was a very good president. He saved your butt when he saved the crashing economy."
"Midwest","1117063785695592449",2019-04-13 13:55:35,"The economy is flourishing for the top 5% the president and, the GOP, gave tax cuts to.

Ask yourself one question, and answer, truthfully...
are things better for YOU, personally?

Not for me, or anyone else I know.

This IS the man of BROKEN PROMISES.

DON'T BE DECEIVED, again. https://t.co/GNytAq2G0w"
"Milwaukee, Wi.","1117063776757583873",2019-04-13 13:55:33,"Top Abraaj executives arrested on US fraud charges https://t.co/LfNURdrdt8"
"NYC","1117063721023692800",2019-04-13 13:55:19,"I really wanna know how ppl live in a city as expensive as NY &amp; call out all the time???? In this economy????"
"Calgary","1117063703327719425",2019-04-13 13:55:15,"Here’s the Evidence.
@RachelNotley &amp; @abndp never had
any intention of supporting pipelines.
LeadNow, Tides, Press Progress,
CorpEthics &amp; other foreign funded
organizations clearly conspired to be
the #DESTROYERS of Alberta’s economy.
@SheilaGunnReid was right from the beginning. https://t.co/C9IZOwBybg"
"Florida","1117063697099317248",2019-04-13 13:55:14,"Trump’s election may have been even less about the economy than we thought -  It was a continuation of a steady trend among whites without a college degree toward the Republican Party. https://t.co/1axOU7LptY"
"Florida","1117063536243613696",2019-04-13 13:54:35,"Yes ! The less educated &amp; insecure mentality thought becoming a Republican made them look smart and rich! Lol Trump’s election may have been even less about the economy than we thought - The Washington Post https://t.co/1axOU7LptY"
"United States","1117063693760716800",2019-04-13 13:55:13,"@voluntaryismUSA @paulkrugman Moron, it’s the Republicans that crashed the economy in 1930&amp; 2008"
"United States","1116907700162404352",2019-04-13 03:35:21,"@NicholsUprising No problem . Next time Republicans blow up the economy, don’t bail them out like FDR &amp; Obama had to do ."
"United States","1117063630212648962",2019-04-13 13:54:58,"@SenSchumer @SpeakerPelosi @HouseDemocrats @SenateDems We The People want to see all the financials of the members of Congress.  

https://t.co/1XyVH3rGrE"
"United States","1116814393595924480",2019-04-12 21:24:35,"Democrats must block President Donald Trump from using his pro-American immigration policy to win more African-American voters, says New York Times columnist Charles Blow.

https://t.co/lqcbGWXGJx"
"United States","1116688113047224320",2019-04-12 13:02:47,"If illegal aliens are the boon to the economy leftists say they are, and they commit fewer crimes than Americans as leftists swear they do, why would the idea of more of them in cities that protect illegals upset anyone? Weird, right?

https://t.co/B9JVf7flZJ"
"San Diego, CA","1117063562701066245",2019-04-13 13:54:42,"@nadoum @nowthisnews @RepKatiePorter Our society hasn’t chosen this. The tiny elite that controls our economy has. This is not a democracy."
"Susanville, CA","1117063079102017536",2019-04-13 13:52:46,"@HdE_fontslinger You lost me on that last line there about the false economy of the publisher. Could you elaborate on that?"
"Susanville, CA","1117063511220219906",2019-04-13 13:54:29,"@HdE_fontslinger This is the false economy you mentioned, right? What standards were not being met?"
"Buffalo, NY","1117046816032395264",2019-04-13 12:48:09,"@SenGillibrand So you plan to get rid of Schumer &amp; Pelosi, never lost my values, the economy is kicking ass, and   You want to open the border how does that make me safe."
"Buffalo, NY","1117063444606455810",2019-04-13 13:54:13,"@BreitbartNews @TomPerez Yup, Trump is calling out a racist antisemitic @IlhanMN to distract us from the roaring economy, the improved trade positions, my surging investment portfolio, the expansion of our military, that destruction of Isis the appointment of conservative judges, OMG"
"Raleigh, NC","1117063405481943040",2019-04-13 13:54:04,"https://t.co/BP0JCkA0Hm
F*ck you and everyone who looks like you! How about the burden of corporate welfare on the economy, especially our Dear Leaders, the Military Industrial Complex. All the seniors in trailers in the south consume a fraction of what Boeing takes."
"Bentonville, AR","1117063356878327809",2019-04-13 13:53:52,"@JudicialWatch I just can’t imagine a dictator, ego maniac, unstable, crazy person, uneducated, inciting riots,unprofessional, stealing from taxpayers!
Maxine double ugly Waters!  In charge of the most important areas of our country. Banking, Economy, Insurance, Housing, GOD HELP US!"
"Missouri, USA","1117063328403283968",2019-04-13 13:53:46,"I can't even believe @KamalaHarris @SenKamalaHarris thinks she can use the pitiful settlement on all the bank fraud that crashed the friggin economy for her election. It makes me furious for her to insult all those so hurt by the people she did NOT prosecute."
"Durham, NC","1117063241493045248",2019-04-13 13:53:25,"“@BethOppenheimer, executive director of the Idaho Association for the Education of Young Children, says it can be damaging to families, businesses and the economy at large when qualified workers have to stay home with their children.” https://t.co/9nyHnsXlxM"
"Golden, CO","1117063227727159296",2019-04-13 13:53:22,"@kurteichenwald The withholdings decrease is a huge problem. Instead of getting a refund - likely pre-spent in 4Q18 - taxpayers are paying. This will have a bigger impact on consumer debt and our consider economy than Trumpaloompas imagine. Sadly they will still vote alt-white."
"Pemberville, Ohio","1117063182080778240",2019-04-13 13:53:11,"This couldn't have anything to do with cutting taxes on corporations and the wealthy could it? 

CNBC: Alan Greenspan says economy will start to fade 'very dramatically' because of entitlement burden.
https://t.co/jrfCthjtyk

via @GoogleNews"
"United States","1117063081388060672",2019-04-13 13:52:47,"@realDonaldTrump Your only goal is to build a hotel there. You have no interest in helping the people or the economy of North Korea. It's always all about YOU. Everyday you show the world how disgusting you are. #LiarInChief"
"Wauwatosa, WI","1117063080444297216",2019-04-13 13:52:47,"@Amyides @EdKrassen @HillaryClinton I don't like him as a person. But speaking in terms of what he's done policy wise it's pretty good. We have the best economy in years and the lowest unemployment rate in years as well. Really everything is going fine right now."
"Harrison, NJ","1117062970075484160",2019-04-13 13:52:20,"@KV16911100 The economy is not “doing well” and everyone who thinks it is gonna be in for a rude awakening when these retarded chickens come home to roost"
"Washington, DC","1117062917294305281",2019-04-13 13:52:08,"Neither of @POTUS ‘s pick for the Federal Reserve are qualified for this critical position to chart the course for our economy and establish monetary policy. https://t.co/7B3y4FF9Ur"
"Western NY","1117062882087309322",2019-04-13 13:51:59,"Our Leaders Better Wake Up Before It’s To Late:

Alan Greenspan: Economy will 'fade' because of entitlement burden https://t.co/SSH9TAPW05"
"Mount Royal","1117062857328218112",2019-04-13 13:51:53,"@cathmckenna @liberal_party @JustinTrudeau You are assuming the conservatives do not have a climate plan. They do and will release it when it will give them a political advantage.
As for the economy, your plan (haha) is destroying the country.
The future? Our great grandchildren will be trying to pay off your debt"
"San Francisco, CA","1117062845722529792",2019-04-13 13:51:51,"Gravel campaign always says what I'm thinking. Open arms immigration policy has made California the most prosperous state in the nation and the 5th largest economy in the world. Now we just need high speed rail and more housing! <U+0001F447><U+0001F447> https://t.co/RN7Hy0o3En"
"Providence, RI","1117062737920692224",2019-04-13 13:51:25,"@businessinsider It’s insulting to print articles like this . Milennials have no money to save . They are facing economic challenges unlike any other generation . Stop pushing this unless you’re going to do something about student loan debt, the Gig economy and wages ."
"Texas, USA","1117062585810071553",2019-04-13 13:50:49,"@MzzBee47 @krassenstein @realDonaldTrump Other that a great economy, fixing every mistake odumbass made and destroying the democratic party lol.
Take your meds."
"Netherlands","1117062556391231488",2019-04-13 13:50:42,"Poland's Kaczynski says 'no' to the euro as part of election campaign—euro adoption option when Poland’s economy as large as Germany’s https://t.co/apDBhrNz7n"
"Mesa AZ","1117062525885902849",2019-04-13 13:50:34,"2019 Mitsubishi Outlander Sport Review and Buying Guide | Long in the tooth: Filed under: Mitsubishi,Crossover,Buying Guide Diving into pricing, specs, features, fuel economy and photos. Continue reading 2019 Mitsubishi Outlander… https://t.co/ePYVQKMXd2 #Cars #Autos #Automotive https://t.co/b5gEGFcayo"
"Washington, DC","1117062477244764160",2019-04-13 13:50:23,"NEWS: Ways and Means Chairman Richard Neal has set a new deadline for the Trump administration to provide Trump's tax returns to him. If it doesn't this is likely headed to court: https://t.co/kuALxNU7HK"
"Washington, DC","1116541748371701760",2019-04-12 03:21:11,"A readout from Fed Chairman Jerome Powell’s appearance at the House Democratic Caucus retreat tonight, where Democrats applauded the central banker:
https://t.co/54PJM7PRXt"
"New York, USA","1117062462480584704",2019-04-13 13:50:19,"@Kashifabbasiary Kashif, I am a big fan of yours and I ensure that I watch your show everyday.   But the last show with Faisal Vawda regarding economy boom to hit Pakistan with their ""Ease of Doing Business"" in 10-15 days.  I am yet to hear more funnier statement from any Govt."
"new york","1117062459527970816",2019-04-13 13:50:19,"Public Banking Can Fund the Zero-Carbon Economy - In These Times: https://t.co/SreFEjE9eW"
"Little Rock, AR","1117062459288899584",2019-04-13 13:50:18,"I give him credit for the unemployment &amp; good economy. I cannot give credit for leadership at least to the extent the Marine Corps taught me what that entails. And you are wrong about the approval numbers. https://t.co/Xs4yLmCYpo"
"United States","1117062431971467264",2019-04-13 13:50:12,"The Gig Economy Comes To The Channel https://t.co/MrGlC7kAom"
"Canada","1117062404578271233",2019-04-13 13:50:05,"@DrJamesB1960 @WBrettWilson Can you give me specific examples of what policies have hurt the economy so much? Genuinely curious what you think."
"Austin, TX","1117062354859110400",2019-04-13 13:49:54,"@hussmanjp @DGEORGESTL The market is the economy now, no? I feel like the 2008 crisis fundamentally changed the FEDs view on the markets. They simply won't allow the SPX to fall."
"Ocean Grove","1117062259421908994",2019-04-13 13:49:31,"Federal election 2019: 'We did not provide a total' – Treasury distances itself from $387bn cost of Labor policies – as it happened https://t.co/7HcGUIrozL"
"Phillipsburg, NJ","1117062235099103232",2019-04-13 13:49:25,"@GeoffThorne @RealCandaceO @robsmithonline What a scumbag. Stay in California.  U probably couldn't survive in the real world. U have consumed the liberal koolaid and are now a snowflake zombie.  Enjoy our economy and awesome president loser. #MAGA #WWG1WGA"
"Watertown, NY","1117062215377608705",2019-04-13 13:49:20,"@nickleandro_ @durbintaylor @FBI Idk he says it would make an economy not worried about the acquisitions of wealth and that would start to industrialize the world and that there is some communism"
"Philadelphia, PA","1117062093549842433",2019-04-13 13:48:51,"@BirdieVa2019 @Tylspn @DevinCow @annrovetto @bennetthall @realDonaldTrump Incredibly weak far left Dem candidates+ good economy= landslide re-election. You know it as well as I do. Sorry but the Dems have done literally nothing for the taxpayers but fight fir illegal immigrants and obstruct at every turn. America is mode than the East and West coast"
"Escondido","1117062067956191232",2019-04-13 13:48:45,"@wershington @sarahrmurdoch @washingtonpost @PostOpinions Remember Maduro is devoted to ""socialism of the 21 century"" which destroyed the economy, there's no food, or medicine, no work, so its not a poor people diáspora, it's everybody, including educated people, even professionals. Protests are huge, but they don't work. https://t.co/VdKNs17QxV"
"Escondido","1116958274119770112",2019-04-13 06:56:19,"@andee_morante @EdKrassen @AOC @foxandfriends @FoxNews @LouDobbs @TuckerCarlson @IngrahamAngle @seanhannity Socialism involves state ownership of the means of production, it's an intermediate phase on the way to utopian communism.  Building a public road using tax funds isn't ""socialist"", nationalizing  portions of the economy like Chavez did is socialism.  https://t.co/k3kKkDwrps"
"Cambridge, MA","1117062056589574144",2019-04-13 13:48:42,"If you love technology and care about the future, sign up for our newest newsletter, fwd: Economy.  https://t.co/1nX4Epi9QC"
"USA","1117062030991564800",2019-04-13 13:48:36,"@GhostWriter556 @chelseahandler Seriously!
How about best economy in 40 years, how about lowest ever unemployment rate for all minorities, how about working for free, how about bring NK to the table, how about stabilizing middle East. The respect the US now has across the world. And with a corrupt media at him"
"Boston","1117061878834966528",2019-04-13 13:48:00,"@BillKristol Puritanical capitalism and overstretched and misapplied supply side snake oil damaged our engine to run for any quality of life growth outside the wealthiest Americans and a hollowed our rest of the economy. Making people have to work harder for less."
"Tampa, FL","1117061830906716160",2019-04-13 13:47:49,"Some literature explains sharing economy (including P2P shared mobility) related behaviors by using Maslow’s Pyramid. 

More in depth analysis coming in my next paper-date unknown because as you know it takes 8 to get our work out:) https://t.co/EyXKvtnBSJ"
"Detroit, Michigan USA","1117061813382860803",2019-04-13 13:47:44,"@rhaglund This is very true. All the more reason why we need to make sure the factories we do have are in tune w/ Industry 4.0 so they can compete AND we develop more digital economy jobs across all industries. This requires “tech jobs” from maintaining robots to connected car engineers."
"U.S.A.","1117061776313503746",2019-04-13 13:47:36,"@brianmesq @ida_skibenes Point taken. Not sure how keeping people out of the country positively affects the economy, thereby more money, but this is where we are."
"Winona, MN","1116559380755779584",2019-04-12 04:31:15,"What matters for MN’s economy, &amp; especially for the viability of rural farming communities, is not just how much milk or pork or other product is being produced, but how many farmers are producing it &amp; whether the income generated is staying and circulating in local communities. https://t.co/HfLcJKORgh"
"Winona, MN","1117061641378705409",2019-04-13 13:47:03,"Remember that nothing about our economy actually HAS to be the way it is now. The economy is a human project. It should serve our needs, not the other way around."
"Florida, USA","1117061450953043968",2019-04-13 13:46:18,"""Winning (whining), Trump 2020"";  I wasn't Indicted by the Feds (yet) and the Economy, esp the Stock Market hasn't collapsed yet (TBD) despite unilateral reckless (self serving) ""Trade Deals"".. Healthcare, N.Korea; ""the Wall""... 4 more yrs for Healthcare, Soc Sec, Medicare /caid"
"Tooele UT","1117061414214983680",2019-04-13 13:46:09,"@realDonaldTrump And 58% according NBC DO approve of his handle of the economy. So how can less than 45% approve of his job? https://t.co/97Hiv9rqVX"
"New York, NY","1117061384464891905",2019-04-13 13:46:02,"“Made in America” by Toby Keith is, at face value, a kitschy country anthem extolling American patriotism, but an in-depth analysis reveals its influence in promoting US trade protectionism in a global economy, prophetic of Trump-era economics. In this essay,"
"Cleveland, MS","1117061317389627397",2019-04-13 13:45:46,"Awesome training this week in the MS Delta with Dr. Joe Fratesi @JCStennisInst on transforming your local economy! Don’t miss the next one, May 16! @MMLonline https://t.co/Du5s0kGojY"
"LA","1117061264008601600",2019-04-13 13:45:33,"There's a triangle of power in Hollywood-- 1) studios &amp; networks, 2) agencies, and 3) people who barf at night mining their emotional experiences to create something the culture and economy both find valuable."
"New York, USA","1116566078446981123",2019-04-12 04:57:52,"@VenomSnake007 @abap_nerd @Ravneet75163731 @majorgauravarya @vvkofficial @Sanjay_Dixit Let us get impressed by your song and dance of 3rd largest economy"
"New York, USA","1116548687478624256",2019-04-12 03:48:46,"@abap_nerd @VenomSnake007 @Ravneet75163731 @majorgauravarya @Sanjay_Dixit @vvkofficial @Martial_Blood Money is not everything . America biggest economy on the globe  with 22 trillion $ debt"
